ジャンル名,売上指数（千円）,シェア,商品ランク入り数
EMS,138183,47.17%,4305
ダイエットシューズ,65252,22.28%,217
シェイプアップグッズ,41302,14.10%,2039
その他,19310,6.59%,1184
表情筋トレーニング器具,15576,5.32%,750
ダイエットクッション,7569,2.58%,590
ダイエットスリッパ,2924,1.00%,536
ダイエットサンダル,2812,0.96%,229
