ジャンル名,売上指数（千円）,シェア,商品ランク入り数
白米,2202015,63.92%,29296
玄米,422469,12.26%,8799
ご飯パック,214772,6.23%,9376
雑穀・雑穀米,202088,5.87%,10042
餅,77829,2.26%,4672
麦,76723,2.23%,4823
発芽玄米,69743,2.02%,1827
もち麦,64799,1.88%,3697
その他,41883,1.22%,4328
セット・詰め合わせ,41210,1.20%,2029
ジャスミンライス,15943,0.46%,763
もち米,15459,0.45%,1240
