ジャンル名,売上指数（千円）,シェア,商品ランク入り数
サバ,301299,12.85%,4534
貝類,296747,12.65%,14530
サケ,244089,10.41%,9084
カニ,229198,9.77%,8296
加工品,211412,9.01%,22324
魚卵,169752,7.24%,11602
エビ,159207,6.79%,6507
マグロ,133769,5.70%,4960
イカ,124035,5.29%,11403
セット・詰め合わせ,114697,4.89%,8390
海藻類,92173,3.93%,11547
その他水産物,49295,2.10%,6857
ウニ,34014,1.45%,1801
カツオ,27499,1.17%,1889
フグ,26129,1.11%,1919
アジ,24580,1.05%,1461
ブリ,16759,0.71%,751
タイ,16317,0.70%,1806
イワシ,16295,0.69%,2777
タコ,12507,0.53%,1670
その他,11717,0.50%,1670
タラ,9343,0.40%,1092
ホッケ,8474,0.36%,910
シシャモ,8464,0.36%,443
サンマ,4905,0.21%,481
生ちりめん・生しらす,2665,0.11%,546
