ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,328772,61.85%,12633
マルチアミノ酸,72142,13.57%,2482
BCAA,52882,9.95%,2481
カルニチン,32986,6.21%,1900
ギャバ,32980,6.20%,2705
オルニチン,11805,2.22%,1343
