ジャンル名,売上指数（千円）,シェア,商品ランク入り数
小麦粉,61529,45.29%,9152
その他,35317,26.00%,5735
米粉,17815,13.11%,2238
そば粉,7245,5.33%,1465
片栗粉,3196,2.35%,762
お好み焼・たこ焼き粉,3050,2.24%,716
パン粉,1955,1.44%,665
天ぷら粉,1731,1.27%,501
コーンスターチ,1473,1.08%,376
セット・詰め合わせ,1385,1.02%,332
から揚げ粉,1147,0.84%,340
