ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ボールペン,102226,20.03%,23770
万年筆,77585,15.20%,4059
ペンケース,59057,11.57%,17809
シャープペンシル,38595,7.56%,11284
多機能ペン,37914,7.43%,7467
マーカー・サインペン,34588,6.78%,15668
鉛筆削り,28500,5.58%,3548
鉛筆,27662,5.42%,12491
色鉛筆,24136,4.73%,6908
ボールペン替芯,23638,4.63%,14024
その他,22710,4.45%,6844
消しゴム・修正用品,14620,2.86%,12026
万年筆用インク,7805,1.53%,3358
筆ペン,4839,0.95%,2636
蛍光ペン,3799,0.74%,2943
シャープペンシル替芯,2681,0.53%,2517
