ジャンル名,売上指数（千円）,シェア,商品ランク入り数
足ツボマッサージ,40366,36.00%,3447
マッサージローラー,31074,27.71%,2079
ハンディマッサージ,23104,20.61%,1997
その他,17577,15.68%,2251
