ジャンル名,売上指数（千円）,シェア,商品ランク入り数
封筒,29162,42.76%,7012
グリーティングカード,17926,26.29%,9593
私製はがき・絵はがき,8785,12.88%,5759
レターセット,8610,12.63%,5035
便箋,3714,5.45%,2101
