ジャンル名,売上指数（千円）,シェア,商品ランク入り数
DHA,146927,67.26%,6735
HMB,19853,9.09%,1053
フィッシュオイル,17016,7.79%,966
その他,8871,4.06%,631
EPA,8753,4.01%,591
マルチ脂肪酸,8572,3.92%,436
クリルオイル,7807,3.57%,378
CLA,633,0.29%,77
