ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,17577,29.35%,1958
カンパチ,7181,11.99%,212
ノドグロ,6396,10.68%,553
ハモ,5164,8.62%,634
アユ,3451,5.76%,764
カレイ,3301,5.51%,512
ナマコ,3204,5.35%,247
エイ,2358,3.94%,485
サメ,2051,3.42%,278
ニシン,1142,1.91%,392
カワハギ,1078,1.80%,311
ヒラメ,965,1.61%,195
クエ,934,1.56%,142
トビウオ,718,1.20%,258
クラゲ,669,1.12%,230
ハタハタ,441,0.74%,162
マス,425,0.71%,130
コイ,390,0.65%,171
アカメ・メヒカリ,345,0.58%,136
アンコウ,343,0.57%,140
カジキ,291,0.49%,148
キス,290,0.48%,158
サワラ,288,0.48%,152
イワナ,223,0.37%,119
タチウオ,188,0.31%,152
イサキ,120,0.20%,116
カマス,91,0.15%,159
カサゴ,69,0.12%,103
スズキ,68,0.11%,150
メバル,42,0.07%,117
ヤマメ,32,0.05%,100
サヨリ,20,0.03%,99
アイナメ,16,0.03%,123
オコゼ,15,0.02%,127
コチ,10,0.02%,95
