ジャンル名,売上指数（千円）,シェア,商品ランク入り数
貼るタイプ（粘着剤付）,8329,68.15%,1257
レギュラータイプ（粘着剤なし）,1901,15.55%,419
その他,1194,9.77%,273
靴・靴下用タイプ,790,6.46%,277
座布団タイプ,9,0.07%,92
