ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,15588,34.06%,1539
カレイ,3906,8.54%,538
ナマコ,2875,6.28%,156
アユ,2838,6.20%,535
サメ,2249,4.91%,186
エイ,2167,4.74%,382
ハモ,2110,4.61%,255
カンパチ,1916,4.19%,145
ノドグロ,1496,3.27%,237
カワハギ,1170,2.56%,269
サワラ,1048,2.29%,135
ニシン,1024,2.24%,344
ヒラメ,997,2.18%,177
トビウオ,889,1.94%,180
クラゲ,830,1.81%,225
クエ,799,1.75%,59
マス,688,1.50%,79
ハタハタ,589,1.29%,108
アカメ・メヒカリ,447,0.98%,81
イワナ,447,0.98%,49
アンコウ,378,0.83%,90
カジキ,340,0.74%,72
キス,300,0.66%,110
コイ,257,0.56%,69
タチウオ,118,0.26%,35
カマス,59,0.13%,32
オコゼ,57,0.12%,17
スズキ,43,0.09%,9
コチ,31,0.07%,14
イサキ,30,0.06%,12
サヨリ,25,0.05%,9
カサゴ,24,0.05%,16
ヤマメ,18,0.04%,8
メバル,9,0.02%,5
アラ,3,0.01%,2
