ジャンル名,売上指数（千円）,シェア,商品ランク入り数
オリーブオイル,43791,23.94%,6935
こめ油,33103,18.09%,2294
その他,21117,11.54%,2860
ココナッツオイル,20180,11.03%,2010
ごま油,15923,8.70%,2657
サラダ油,11017,6.02%,498
亜麻仁油,9596,5.25%,1156
えごま油,7960,4.35%,1167
なたね油・キャノーラ油,7508,4.10%,1221
グレープシードオイル,3436,1.88%,155
セット・詰め合わせ,3316,1.81%,465
大豆油,3240,1.77%,133
ひまわり油,752,0.41%,170
アボカドオイル,539,0.29%,148
トリュフオイル,472,0.26%,153
椿油,470,0.26%,120
べに花油,182,0.10%,135
コーン油,133,0.07%,88
ピーナッツオイル,121,0.07%,95
玄米油,76,0.04%,110
マスタードオイル,10,0.01%,88
