ジャンル名,売上指数（千円）,シェア,商品ランク入り数
レターケース・デスクトレー,26677,31.70%,4202
その他,19613,23.31%,5772
デスクマット,15185,18.04%,2418
ブックスタンド,13711,16.29%,2558
つり銭トレー,4326,5.14%,798
カード立て,4021,4.78%,1318
名刺箱,622,0.74%,202
