ジャンル名,売上指数（千円）,シェア,商品ランク入り数
洗剤・柔軟剤・クリーナー,3700072,60.21%,191163
ティッシュ・トイレットペーパー,984492,16.02%,59934
虫除け・殺虫剤,662055,10.77%,70090
キッチン消耗品,230385,3.75%,33384
消臭剤・芳香剤,185826,3.02%,27326
袋,169510,2.76%,36638
除湿剤・乾燥剤,154721,2.52%,9323
衣類用消臭剤・芳香剤,34035,0.55%,3889
衣類用防虫剤,24541,0.40%,2634
