ジャンル名,売上指数（千円）,シェア,商品ランク入り数
お茶飲料,1120130,53.93%,57939
茶葉・ティーバッグ,929260,44.74%,103269
その他,24191,1.16%,3766
昆布茶,3489,0.17%,1312
