ジャンル名,売上指数（千円）,シェア,商品ランク入り数
プロテイン,1745728,25.77%,38651
その他,1245202,18.38%,31000
ビタミン,586381,8.66%,37628
植物性エキス,578459,8.54%,45201
アミノ酸,479598,7.08%,23629
ファイトケミカル,473396,6.99%,13961
ミネラル,295592,4.36%,24276
プロバイオティクス,219247,3.24%,11045
コラーゲン,182460,2.69%,10889
脂肪酸・オイル,166780,2.46%,10259
酵素,151716,2.24%,10150
食物繊維,137020,2.02%,7395
ビタミン・ミネラル混合,82609,1.22%,3068
プラセンタ,78935,1.17%,3855
グルコサミン・コンドロイチン,71530,1.06%,4222
動物性エキス,62932,0.93%,4258
クエン酸,44073,0.65%,3634
ラクトフェリン,35965,0.53%,951
ローヤルゼリー,26585,0.39%,1172
オリゴ糖,24558,0.36%,2273
プロポリス,23891,0.35%,2026
動植物性混合エキス,20631,0.30%,1127
ヒアルロン酸,20318,0.30%,1296
ミドリムシ,13860,0.20%,730
核酸,6036,0.09%,369
