ジャンル名,売上指数（千円）,シェア,商品ランク入り数
製本機本体,855,43.01%,281
製本テープ,512,25.76%,233
製本用カバー,335,16.82%,198
製本用とじ具,233,11.70%,182
その他,54,2.71%,166
