ジャンル名,売上指数（千円）,シェア,商品ランク入り数
簡易マッサージグッズ,223504,36.25%,11554
ストレッチグッズ,112328,18.22%,4914
フットケア用品,58467,9.48%,4942
岩盤浴,56704,9.20%,3207
その他,52944,8.59%,3803
アイケア用品,40003,6.49%,4624
腰ケア用品,28361,4.60%,1458
温浴器,21047,3.41%,784
フットバス,17833,2.89%,1245
木酢液グッズ,1784,0.29%,472
炭グッズ,1082,0.18%,133
耳ツボ関連,952,0.15%,286
気泡浴器,824,0.13%,143
竹酢液グッズ,546,0.09%,179
エステユニフォーム,230,0.04%,112
光触媒グッズ,0,0.00%,93
