ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,6717,25.51%,2029
山芋・自然薯,3846,14.61%,748
たけのこ,3344,12.70%,630
菊芋,2343,8.90%,506
ブロッコリー,1750,6.65%,553
行者にんにく,1209,4.59%,230
れんこん,1194,4.54%,424
大葉・しそ,977,3.71%,232
カリフラワー,954,3.62%,254
小松菜,801,3.04%,405
かぶ,652,2.48%,115
明日葉,616,2.34%,155
オクラ,549,2.08%,260
ゴーヤー,362,1.37%,170
ピーマン,340,1.29%,221
セロリ,197,0.75%,144
ヤーコン,106,0.40%,106
エシャロット,82,0.31%,133
パクチー・コリアンダー,82,0.31%,119
パセリ,78,0.30%,127
銀杏,46,0.17%,0
水菜,39,0.15%,111
春菊,28,0.11%,112
ルッコラ,19,0.07%,107
生わさび(1409削除),0,0.00%,345
