ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,11592,24.93%,1635
ナマコ,6105,13.13%,346
カンパチ,4422,9.51%,226
エイ,2718,5.84%,527
ノドグロ,2078,4.47%,265
クエ,2076,4.46%,154
カレイ,1899,4.08%,553
サメ,1895,4.08%,228
サワラ,1846,3.97%,200
カワハギ,1562,3.36%,369
アユ,1412,3.04%,455
ヒラメ,1298,2.79%,158
ニシン,1224,2.63%,436
アンコウ,1077,2.32%,218
マス,795,1.71%,138
トビウオ,793,1.70%,250
クラゲ,648,1.39%,235
アカメ・メヒカリ,572,1.23%,144
ハタハタ,563,1.21%,195
キス,343,0.74%,169
カジキ,322,0.69%,165
イワナ,276,0.59%,119
ハモ,256,0.55%,150
コイ,230,0.49%,174
タチウオ,148,0.32%,126
サヨリ,128,0.28%,122
メバル,71,0.15%,116
カマス,43,0.09%,152
スズキ,30,0.07%,101
オコゼ,27,0.06%,102
アイナメ,15,0.03%,109
イサキ,10,0.02%,95
カサゴ,8,0.02%,99
アラ,6,0.01%,4
コチ,5,0.01%,96
ヤマメ,5,0.01%,96
