ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,14762,31.72%,1576
ナマコ,5837,12.54%,222
アユ,2763,5.94%,589
クエ,2523,5.42%,125
エイ,2405,5.17%,361
カレイ,2032,4.37%,447
サワラ,1658,3.56%,138
サメ,1518,3.26%,181
ニシン,1483,3.19%,463
カンパチ,1305,2.80%,157
ノドグロ,1293,2.78%,214
カワハギ,1284,2.76%,345
アンコウ,1185,2.55%,176
ハモ,1170,2.51%,168
トビウオ,907,1.95%,216
ハタハタ,744,1.60%,129
ヒラメ,721,1.55%,138
クラゲ,719,1.55%,210
アカメ・メヒカリ,467,1.00%,99
イワナ,360,0.77%,39
キス,298,0.64%,107
コイ,250,0.54%,71
マス,223,0.48%,45
カジキ,201,0.43%,46
タチウオ,140,0.30%,47
カマス,77,0.16%,40
カサゴ,35,0.07%,11
サヨリ,34,0.07%,10
イサキ,32,0.07%,10
スズキ,32,0.07%,12
メバル,32,0.07%,6
オコゼ,13,0.03%,3
ヤマメ,11,0.02%,4
コチ,8,0.02%,3
アラ,6,0.01%,4
アイナメ,5,0.01%,1
