ジャンル名,売上指数（千円）,シェア,商品ランク入り数
果実酢,66416,63.90%,4406
その他,15673,15.08%,3285
米酢,8088,7.78%,1876
バルサミコ,5845,5.62%,1165
玄米酢,2931,2.82%,551
セット・詰め合わせ,2077,2.00%,212
穀物酢,1974,1.90%,598
白ワインビネガー,610,0.59%,233
赤ワインビネガー,320,0.31%,136
