ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,159350,28.55%,13607
マカ,42868,7.68%,4645
ウコン,40124,7.19%,4678
キノコ・マッシュルーム,36734,6.58%,2078
サラシア,35176,6.30%,1682
フコイダン,30403,5.45%,641
スピルリナ,28552,5.12%,1247
ブルーベリー,27430,4.91%,3485
高麗人参,21085,3.78%,1182
イチョウ葉,19213,3.44%,1954
クロレラ,17784,3.19%,1176
ノコギリヤシ,17085,3.06%,1649
梅肉,14363,2.57%,1416
田七人参,12544,2.25%,865
トンカットアリ,11953,2.14%,860
ニンニク,7724,1.38%,913
チアシード,6345,1.14%,629
フォルスコリ,6040,1.08%,628
アサイー,4574,0.82%,530
プエラリア,3431,0.61%,471
カプサイシン,2744,0.49%,337
セントジョーンズワート,2470,0.44%,628
マキベリー,2284,0.41%,290
ゴジベリー,2089,0.37%,271
ビーポーレン,1161,0.21%,136
エキナセア,1150,0.21%,318
黒豆,957,0.17%,98
ガラナ,821,0.15%,111
メシマコブ茸,697,0.12%,20
じゃばら,514,0.09%,121
カムカム,230,0.04%,50
カカオ,189,0.03%,54
バジルシード,58,0.01%,16
