ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ゴミ袋,83723,52.31%,12858
レジ袋・ビニール袋,28300,17.68%,8621
その他,17370,10.85%,3616
紙袋・手提げ袋,14369,8.98%,5257
チャック付ポリ袋,11775,7.36%,3282
傘袋,4510,2.82%,1112
