ジャンル名,売上指数（千円）,シェア,商品ランク入り数
お茶・紅茶,1941645,27.47%,170599
コーヒー,1818783,25.73%,108656
水・炭酸水,1145518,16.21%,30000
炭酸飲料,748621,10.59%,28982
野菜・果実飲料,574219,8.12%,30000
スポーツドリンク,203486,2.88%,14392
植物性ミルク,132047,1.87%,15182
乳酸菌飲料,99016,1.40%,10077
お酢飲料,98385,1.39%,8712
甘酒,62443,0.88%,7067
その他,57514,0.81%,6070
希釈用ドリンク,54448,0.77%,6226
ゼリー飲料,40061,0.57%,5073
スムージー,29146,0.41%,1651
ココア・チョコレートドリンク,27643,0.39%,3971
牛乳,20025,0.28%,2425
フルーツ入り乳飲料,5964,0.08%,704
生姜湯,5277,0.07%,718
柚子茶,3900,0.06%,284
