ジャンル名,売上指数（千円）,シェア,商品ランク入り数
バラ・カルビ,27873,26.18%,2876
ロース,23340,21.93%,2859
その他,22237,20.89%,3474
セット・詰め合わせ,21956,20.63%,1340
ホルモン,3633,3.41%,1042
モモ,2732,2.57%,525
豚足,1648,1.55%,500
タン,994,0.93%,210
ミミ,533,0.50%,228
ヒレ,509,0.48%,205
レバー,295,0.28%,189
カシラ,279,0.26%,134
ガツ,193,0.18%,141
コブクロ,165,0.15%,108
ハツ,64,0.06%,119
