ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,78455,47.82%,4906
コエンザイムQ10,32407,19.75%,2946
マルチ酵素,31523,19.21%,1763
SOD,14817,9.03%,711
アルファリポ酸,6862,4.18%,772
