ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,81934,84.86%,12133
岩塩,8890,9.21%,3326
クリスタルソルト,2374,2.46%,789
ハーブソルト,1822,1.89%,887
セット・詰め合わせ,1530,1.59%,513
