ジャンル名,売上指数（千円）,シェア,商品ランク入り数
洗濯用洗剤,840236,56.58%,30962
柔軟剤,478436,32.22%,27304
洗濯用漂白剤,92117,6.20%,8612
洗濯槽クリーナー,39726,2.68%,4946
セット,14960,1.01%,2042
柔軟剤入り洗剤,10015,0.67%,1726
しみ抜き剤,8856,0.60%,1779
洗濯のり,570,0.04%,297
