ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,10942,25.87%,1501
ナマコ,7285,17.22%,203
カレイ,2641,6.24%,499
アユ,2316,5.48%,413
エイ,1840,4.35%,399
サメ,1715,4.05%,181
ニシン,1454,3.44%,392
カンパチ,1438,3.40%,126
カワハギ,1399,3.31%,322
クエ,1224,2.89%,91
ハモ,1081,2.56%,149
ヒラメ,994,2.35%,173
クラゲ,974,2.30%,232
イワナ,877,2.07%,45
ハタハタ,848,2.00%,129
サワラ,826,1.95%,138
トビウオ,807,1.91%,184
ノドグロ,739,1.75%,136
アンコウ,715,1.69%,120
マス,492,1.16%,74
アカメ・メヒカリ,469,1.11%,92
キス,277,0.65%,99
カジキ,230,0.54%,56
コイ,226,0.53%,69
タチウオ,182,0.43%,47
サヨリ,72,0.17%,19
カマス,57,0.14%,31
カサゴ,43,0.10%,17
スズキ,37,0.09%,11
オコゼ,27,0.06%,9
イサキ,20,0.05%,7
メバル,18,0.04%,7
アラ,12,0.03%,5
コチ,11,0.03%,4
ヤマメ,6,0.01%,4
