ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ゴルゴンゾーラ,2132,54.82%,354
その他,1097,28.21%,228
ロックフォール,364,9.36%,144
スティルトン,157,4.04%,96
フルムダンベール,139,3.58%,115
