ジャンル名,売上指数（千円）,シェア,商品ランク入り数
貼るタイプ（粘着剤付）,4654,63.50%,1195
その他,1101,15.02%,356
レギュラータイプ（粘着剤なし）,1097,14.97%,334
靴・靴下用タイプ,463,6.31%,175
座布団タイプ,14,0.19%,4
