ジャンル名,売上指数（千円）,シェア,商品ランク入り数
鉄,82370,24.67%,5962
カルシウム,75939,22.75%,5813
亜鉛,70507,21.12%,6419
その他,28598,8.57%,1643
マグネシウム,27329,8.19%,2490
マルチミネラル,18074,5.41%,1910
ケイ素,15506,4.65%,722
カリウム,13835,4.14%,1074
マンガン,561,0.17%,32
銅,391,0.12%,59
クロム,373,0.11%,95
ヨウ素,344,0.10%,58
