ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,15341,75.68%,4323
柚子胡椒,3218,15.88%,990
ガラム・マサラ,1073,5.29%,500
ごましお,367,1.81%,205
シナモンシュガー,231,1.14%,163
ブーケガルニ,42,0.21%,102
