ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ジャム・はちみつ,333207,44.56%,27608
パン,294230,39.35%,21742
シリアル,99241,13.27%,9509
セット・詰め合わせ,20905,2.80%,1274
はちみつ(1409削除),120,0.02%,0
クルトン,110,0.01%,113
