ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆類,85972,16.36%,16230
にんにく,69707,13.26%,6083
その他野菜,44075,8.39%,7815
サツマイモ,41781,7.95%,4333
たまねぎ,41643,7.92%,4137
アスパラガス,28497,5.42%,2175
トマト,27947,5.32%,3234
ジャガイモ,25751,4.90%,3023
セット・詰め合わせ,24075,4.58%,2341
きのこ,19638,3.74%,4056
生姜,16655,3.17%,2069
山菜,15907,3.03%,2248
とうもろこし,15524,2.95%,1753
にんじん,13139,2.50%,1441
カット野菜,12715,2.42%,1639
その他,9799,1.86%,1944
らっきょう,7234,1.38%,818
ねぎ,6225,1.18%,1140
かぼちゃ,3647,0.69%,623
ごぼう,3138,0.60%,866
水煮野菜,2843,0.54%,423
ほうれん草,2164,0.41%,667
キャベツ,2154,0.41%,624
大根,1223,0.23%,563
里芋,1190,0.23%,297
ナス,899,0.17%,379
キュウリ,719,0.14%,217
レタス,498,0.09%,236
白菜,395,0.08%,167
ニラ,349,0.07%,93
