ジャンル名,売上指数（千円）,シェア,商品ランク入り数
白米,1399478,60.80%,30000
玄米,287999,12.51%,13210
雑穀・雑穀米,153507,6.67%,9334
ご飯パック,136409,5.93%,9639
餅,114793,4.99%,10184
発芽玄米,46736,2.03%,2209
もち麦,40404,1.76%,3184
その他,36106,1.57%,4784
麦,27601,1.20%,3607
もち米,27521,1.20%,2453
セット・詰め合わせ,22950,1.00%,2085
ジャスミンライス,8306,0.36%,556
