ジャンル名,売上指数（千円）,シェア,商品ランク入り数
だし,330933,18.32%,29985
油,289761,16.04%,25363
しょうゆ,110958,6.14%,22795
砂糖・甘味料,108587,6.01%,14799
しお,105206,5.82%,17299
スパイス,94372,5.22%,25984
ソース・たれ,89311,4.94%,22491
酢,78992,4.37%,9949
ふりかけ,76475,4.23%,14803
みそ,73389,4.06%,17434
セット・詰め合わせ,62663,3.47%,3606
その他,55030,3.05%,9020
料理の素,48472,2.68%,13473
麹,39023,2.16%,4047
ドレッシング,31942,1.77%,9345
みりん,30834,1.71%,3345
めんつゆ,29551,1.64%,7148
ポン酢,22641,1.25%,5429
中華調味料,21604,1.20%,5786
ミックススパイス・混合調味料,19990,1.11%,6126
マヨネーズ,12210,0.68%,2607
酒粕,11132,0.62%,1531
アジアン・エスニック調味料,9604,0.53%,2440
ケチャップ,9020,0.50%,2205
韓国調味料,8856,0.49%,3240
ハーブ,8741,0.48%,3342
料理酒,8455,0.47%,1154
ラーメンスープ,5385,0.30%,1842
わさび,4852,0.27%,1581
からし・マスタード,3750,0.21%,1636
ラード,3088,0.17%,269
生わさび,2016,0.11%,349
