ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ココナッツミルク,3712,39.39%,436
魚醤・ナンプラー,2899,30.76%,722
その他,2304,24.44%,922
スイートチリソース,510,5.41%,279
