ジャンル名,売上指数（千円）,シェア,商品ランク入り数
キッチンスポンジ,63114,53.65%,11636
柄付ブラシ・柄付たわし,20160,17.14%,4453
トイレブラシ,17450,14.83%,3708
浴室掃除用スポンジ,9930,8.44%,2098
たわし,4484,3.81%,2080
その他,2193,1.86%,960
パイプブラシ,321,0.27%,181
