ジャンル名,売上指数（千円）,シェア,商品ランク入り数
トイレマット・カバー・シート,79789,32.00%,16301
トイレットペーパーホルダー,76419,30.65%,7181
その他,47644,19.11%,5552
便座,40624,16.29%,1714
携帯用洗浄機,4111,1.65%,499
トイレディスペンサー,748,0.30%,140
