ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆類,91549,16.37%,16667
にんにく,72968,13.04%,6120
サツマイモ,68906,12.32%,5812
たまねぎ,50081,8.95%,3987
その他野菜,41350,7.39%,8527
セット・詰め合わせ,31687,5.66%,3000
ジャガイモ,28817,5.15%,3669
きのこ,23332,4.17%,4709
トマト,21744,3.89%,3198
生姜,19802,3.54%,1977
アスパラガス,17969,3.21%,1617
カット野菜,14515,2.59%,1699
にんじん,13982,2.50%,1867
山菜,12607,2.25%,2029
とうもろこし,11343,2.03%,1406
その他,9291,1.66%,2082
ねぎ,4967,0.89%,1211
ごぼう,4330,0.77%,986
かぼちゃ,3986,0.71%,785
らっきょう,3967,0.71%,559
キャベツ,2990,0.53%,805
ほうれん草,2559,0.46%,701
水煮野菜,1851,0.33%,382
大根,1251,0.22%,558
里芋,1117,0.20%,373
ナス,681,0.12%,275
レタス,527,0.09%,293
白菜,486,0.09%,232
キュウリ,452,0.08%,190
ニラ,258,0.05%,139
