ジャンル名,売上指数（千円）,シェア,商品ランク入り数
防災セット・非常用持ちだし袋,962564,26.71%,9489
非常食,843056,23.40%,35355
簡易トイレ,614789,17.06%,10793
保存水,185930,5.16%,3338
その他,153006,4.25%,9154
火災警報器・ガス警報器,121129,3.36%,5150
家具転倒防止用品,120304,3.34%,10631
防災ラジオ,86218,2.39%,2587
携帯用浄水器,83843,2.33%,1270
携帯トイレ,66876,1.86%,3427
懐中電灯,65413,1.82%,6556
消火器,58696,1.63%,2672
簡易毛布・寝袋,51953,1.44%,4269
防災ヘルメット,44729,1.24%,1841
給水用品,33831,0.94%,3424
笛・ホイッスル,16251,0.45%,2243
発熱・加熱剤,14807,0.41%,1728
固形燃料,14788,0.41%,1064
応急手当用品,14061,0.39%,1266
メガホン・拡声器,13198,0.37%,739
避難はしご,12929,0.36%,489
防災頭巾,7072,0.20%,991
土嚢,7008,0.19%,327
担架,3358,0.09%,94
防災用ストーブ,2941,0.08%,19
ガソリン缶,2813,0.08%,291
放射能測定器・ガイガーカウンター,1569,0.04%,71
