ジャンル名,売上指数（千円）,シェア,商品ランク入り数
セミハード,27020,27.17%,2091
その他,15671,15.76%,2489
フレッシュ,15225,15.31%,2196
ハード,11730,11.79%,1304
セット・詰め合わせ,10994,11.05%,1317
プロセス,5781,5.81%,768
白カビ,5699,5.73%,769
青カビ・ブルー,3036,3.05%,570
ウォッシュ,2074,2.09%,278
スモークチーズ,1082,1.09%,297
チーズフォンデュ,767,0.77%,147
シェーブル,372,0.37%,100
