ジャンル名,売上指数（千円）,シェア,商品ランク入り数
仏具,225543,57.50%,18242
神具,56444,14.39%,6576
線香,40898,10.43%,11420
数珠,28583,7.29%,4396
その他,18185,4.64%,3184
朱印帳,11599,2.96%,4271
仏前ろうそく,7589,1.93%,3102
数珠袋,2078,0.53%,1004
ろうそく立て,953,0.24%,334
ろうそく消し,401,0.10%,246
