ジャンル名,売上指数（千円）,シェア,商品ランク入り数
防災セット・非常用持ちだし袋,1627461,27.68%,9156
非常食,1386846,23.59%,32937
簡易トイレ,1157036,19.68%,12662
その他,270479,4.60%,10695
保存水,267757,4.55%,3394
家具転倒防止用品,266419,4.53%,14647
防災ラジオ,202050,3.44%,3412
携帯用浄水器,129773,2.21%,1605
携帯トイレ,112209,1.91%,3871
防災ヘルメット,78396,1.33%,1972
火災警報器・ガス警報器,73659,1.25%,3842
懐中電灯,73157,1.24%,7379
給水用品,55662,0.95%,4182
消火器,33484,0.57%,2066
簡易毛布・寝袋,29862,0.51%,3356
土嚢,20063,0.34%,949
応急手当用品,17512,0.30%,1483
笛・ホイッスル,16319,0.28%,2290
メガホン・拡声器,14004,0.24%,806
発熱・加熱剤,12587,0.21%,1364
避難はしご,10209,0.17%,484
固形燃料,8591,0.15%,822
防災頭巾,5857,0.10%,732
担架,4489,0.08%,96
ガソリン缶,3586,0.06%,285
放射能測定器・ガイガーカウンター,1079,0.02%,30
防災用ストーブ,110,0.00%,1
