ジャンル名,売上指数（千円）,シェア,商品ランク入り数
トロ,97500,39.88%,2649
大トロ,51268,20.97%,1097
赤身,49082,20.08%,2783
その他,46016,18.82%,2534
カマ,602,0.25%,104
