ジャンル名,売上指数（千円）,シェア,商品ランク入り数
もつ鍋,24306,56.47%,1942
その他,10226,23.76%,870
水炊き,5234,12.16%,415
すき焼き,1475,3.43%,158
きりたんぽ鍋,739,1.72%,164
キムチ鍋,726,1.69%,193
ちゃんこ鍋,244,0.57%,38
石狩鍋,95,0.22%,16
