ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,26420,72.60%,0
キーホルダー,6464,17.76%,0
携帯ストラップ,1818,5.00%,0
ペンダント・ネックレス,626,1.72%,0
指輪,572,1.57%,0
ブレスレット,491,1.35%,0
