ジャンル名,売上指数（千円）,シェア,商品ランク入り数
クリアケース・クリアファイル,46586,36.46%,16435
その他,22905,17.93%,7485
リングファイル,18586,14.55%,7878
バインダー,14383,11.26%,5000
ドキュメントファイル,13319,10.42%,1549
フラットファイル,4014,3.14%,1799
個別フォルダー,3033,2.37%,843
名刺ファイル,2216,1.73%,1030
スクラップブック,1287,1.01%,661
インデックス,1276,1.00%,1004
ハンギングフォルダー,159,0.12%,125
