ジャンル名,売上指数（千円）,シェア,商品ランク入り数
トイレマット,16833,43.16%,3589
トイレマット・カバーセット,10851,27.83%,1731
ペーパーホルダーカバー,3800,9.74%,1137
便座シート,2894,7.42%,989
フタカバー,1983,5.09%,620
便座カバー,1934,4.96%,734
その他,702,1.80%,329
