ジャンル名,売上指数（千円）,シェア,商品ランク入り数
シール・ステッカー,51608,69.67%,29193
ラベル用紙,19379,26.16%,4868
その他,1568,2.12%,808
インデックスシール,702,0.95%,419
番号札・荷札,533,0.72%,230
カラーラベル,281,0.38%,266
