ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆類,72779,15.57%,16127
にんにく,52676,11.27%,5560
たまねぎ,51199,10.95%,4036
アスパラガス,32465,6.94%,3188
とうもろこし,29421,6.29%,2704
サツマイモ,29041,6.21%,3535
その他野菜,26332,5.63%,8236
セット・詰め合わせ,25243,5.40%,3235
トマト,23339,4.99%,3896
カット野菜,19183,4.10%,1326
きのこ,16473,3.52%,4306
ジャガイモ,16304,3.49%,2776
にんじん,13762,2.94%,1846
らっきょう,12651,2.71%,1510
生姜,12205,2.61%,1769
山菜,8586,1.84%,1996
その他,7079,1.51%,2073
ねぎ,3068,0.66%,1034
かぼちゃ,3022,0.65%,833
ごぼう,2693,0.58%,865
キャベツ,2315,0.50%,791
ほうれん草,1726,0.37%,699
ナス,1145,0.25%,453
水煮野菜,1095,0.23%,302
大根,919,0.20%,498
キュウリ,799,0.17%,338
レタス,710,0.15%,318
里芋,639,0.14%,259
白菜,425,0.09%,213
ニラ,199,0.04%,136
