ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,431929,56.04%,25734
日本茶,208799,27.09%,15531
紅茶,43653,5.66%,5947
中国茶,41165,5.34%,3676
植物茶,39854,5.17%,3262
ハーブティー,5375,0.70%,612
