ジャンル名,売上指数（千円）,シェア,商品ランク入り数
スパゲティー,34526,59.13%,5156
スパゲッティーニ,7392,12.66%,1029
リングイネ,6702,11.48%,305
フェットチーネ,4791,8.21%,543
その他,3643,6.24%,763
フェデレリーニ,1204,2.06%,168
カッペリーニ,112,0.19%,147
ブカティーニ,15,0.03%,105
