ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ラーメン,4957,38.48%,731
パスタ,4887,37.93%,583
その他,1067,8.28%,245
うどん,731,5.67%,107
ところてん,700,5.43%,73
春雨,489,3.79%,214
そうめん,44,0.34%,18
冷麺,8,0.06%,3
