ジャンル名,売上指数（千円）,シェア,商品ランク入り数
加工品,236555,13.68%,21646
サバ,226911,13.12%,3357
セット・詰め合わせ,173609,10.04%,10444
貝類,172187,9.95%,13090
魚卵,157488,9.11%,11538
カニ,116431,6.73%,5189
イカ,96205,5.56%,9291
サケ,87139,5.04%,7590
エビ,84259,4.87%,6152
マグロ,71102,4.11%,4343
海藻類,60936,3.52%,9431
その他水産物,58444,3.38%,8153
ウニ,56641,3.27%,2881
カツオ,23039,1.33%,1773
ホッケ,22517,1.30%,818
タイ,15708,0.91%,1719
その他,13073,0.76%,1684
フグ,11290,0.65%,1064
イワシ,8934,0.52%,2156
アジ,8558,0.49%,1218
タコ,8520,0.49%,1381
ブリ,6878,0.40%,479
タラ,4568,0.26%,878
サンマ,3934,0.23%,407
生ちりめん・生しらす,3357,0.19%,526
シシャモ,1369,0.08%,316
