ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆類,85950,15.44%,16370
にんにく,77072,13.85%,6420
たまねぎ,61785,11.10%,4195
サツマイモ,56894,10.22%,5639
その他野菜,44712,8.03%,7414
トマト,28069,5.04%,3035
ジャガイモ,27882,5.01%,3351
生姜,27350,4.91%,2185
セット・詰め合わせ,26783,4.81%,2737
きのこ,21529,3.87%,4106
カット野菜,19212,3.45%,1878
アスパラガス,14358,2.58%,1500
にんじん,12918,2.32%,1594
山菜,9733,1.75%,1675
その他,8061,1.45%,1746
とうもろこし,8021,1.44%,1295
ねぎ,4403,0.79%,1078
ごぼう,3477,0.62%,901
らっきょう,3084,0.55%,496
かぼちゃ,3051,0.55%,618
ほうれん草,2449,0.44%,665
キャベツ,2288,0.41%,684
水煮野菜,2258,0.41%,401
大根,1230,0.22%,577
里芋,1141,0.21%,321
キュウリ,693,0.12%,182
ナス,661,0.12%,322
白菜,602,0.11%,222
レタス,545,0.10%,241
ニラ,310,0.06%,126
