ジャンル名,売上指数（千円）,シェア,商品ランク入り数
パルミジャーノ・レッジャーノ,7463,58.55%,560
その他,2706,21.23%,410
ペコリーノ・ロマーノ,1445,11.34%,150
コンテ,602,4.72%,95
チェダー,372,2.92%,73
エメンタール,158,1.24%,21
