ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,11065,28.33%,3761
マグネットフック,10726,27.46%,2923
ドアハンガーフック,6511,16.67%,1459
釘フック・ネジフック,6336,16.22%,1682
粘着フック,2570,6.58%,1546
S字フック,1633,4.18%,1142
吸盤フック,220,0.56%,205
