ジャンル名,売上指数（千円）,シェア,商品ランク入り数
仏壇,118455,34.70%,2485
盆提灯,87881,25.74%,5875
その他,30545,8.95%,4613
位牌,21650,6.34%,1411
りん,17418,5.10%,1462
具足・仏具セット,17132,5.02%,1443
仏像,8716,2.55%,511
骨壷,8684,2.54%,1143
掛軸,5407,1.58%,740
経机,4560,1.34%,425
仏花,4121,1.21%,756
香炉,3400,1.00%,699
花立,2482,0.73%,512
線香立,2177,0.64%,753
具足,2142,0.63%,355
香炉灰・香炉石,1122,0.33%,529
香道具,984,0.29%,263
仏具用お手入れ用品,924,0.27%,347
骨袋,749,0.22%,262
経本,738,0.22%,338
香立て,728,0.21%,171
木魚,604,0.18%,140
線香着火器,392,0.11%,194
水晶玉,365,0.11%,125
