ジャンル名,売上指数（千円）,シェア,商品ランク入り数
仏壇,84828,41.01%,1921
位牌,23161,11.20%,1528
その他,22884,11.06%,3467
りん,14750,7.13%,1469
具足・仏具セット,13697,6.62%,1096
骨壷,10371,5.01%,1168
仏像,6647,3.21%,491
香炉,4181,2.02%,696
掛軸,4056,1.96%,596
盆提灯,3350,1.62%,342
経机,3311,1.60%,356
線香立,2535,1.23%,869
仏花,2314,1.12%,470
花立,2122,1.03%,433
具足,1501,0.73%,219
香炉灰・香炉石,1446,0.70%,563
経本,1244,0.60%,462
香道具,1206,0.58%,294
骨袋,917,0.44%,263
仏具用お手入れ用品,722,0.35%,298
木魚,524,0.25%,63
線香着火器,441,0.21%,204
香立て,406,0.20%,140
水晶玉,230,0.11%,41
