ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ワッペン・アップリケ,98806,29.25%,30854
リボン,27645,8.18%,22923
ひも,23807,7.05%,13403
その他,22544,6.67%,11488
手芸用テープ,22480,6.65%,15170
ボタン,17941,5.31%,15352
ファスナー,17741,5.25%,11211
ミシン糸,17253,5.11%,8733
レース,14124,4.18%,14302
ネームシール,13027,3.86%,3446
接着テープ・接着芯,10901,3.23%,4528
持ち手・ハンドル,6834,2.02%,2716
ゴム,6109,1.81%,4355
口金,5709,1.69%,3079
ホック,5616,1.66%,2868
芯地,5180,1.53%,1747
面ファスナー,4196,1.24%,1546
手縫い糸,4122,1.22%,3742
型紙・パターン,3735,1.11%,2738
バックル,3109,0.92%,2720
ブレード,2847,0.84%,2236
チェーン,1437,0.43%,1125
スパンコール,1206,0.36%,1610
裏地,950,0.28%,525
マラボー,303,0.09%,164
肩パット,203,0.06%,179
